Rs,Qs,Ns
29942;haha ,What percentage of the U.S. land does Texas occupy?,10
34806;lol ,What percentage of the U.S. land does Texas occupy?,10
25636;i know its really big ,What percentage of the U.S. land does Texas occupy?,10
29942;dont forget alaska ,What percentage of the U.S. land does Texas occupy?,10
34785;don't forget alaska again! ,What percentage of the U.S. land does Texas occupy?,10
"34797;yeah, alaska is huge ",What percentage of the U.S. land does Texas occupy?,10
32490;oh right alaska ,What percentage of the U.S. land does Texas occupy?,10
29942;less than 10 ,What percentage of the U.S. land does Texas occupy?,10
32490;hm ,What percentage of the U.S. land does Texas occupy?,10
26503;i think its about 3 or 4 ,What percentage of the U.S. land does Texas occupy?,10
34806;so about 10 then ,What percentage of the U.S. land does Texas occupy?,10
25636;i think around 8 ,What percentage of the U.S. land does Texas occupy?,10
25636;3 or 4 is too small ,What percentage of the U.S. land does Texas occupy?,10
29942;7 is lucky ,What percentage of the U.S. land does Texas occupy?,10
31165;i feel like 10 is too high ,What percentage of the U.S. land does Texas occupy?,10
34799;i'd bet 10  ,What percentage of the U.S. land does Texas occupy?,10
25636;i agree ,What percentage of the U.S. land does Texas occupy?,10
25636;7  it is ,What percentage of the U.S. land does Texas occupy?,10
34797;hahah 7 is lucky ,What percentage of the U.S. land does Texas occupy?,10
34785;10 ,What percentage of the U.S. land does Texas occupy?,10
32490;idk i think 10 sounds good ,What percentage of the U.S. land does Texas occupy?,10
31165;,What percentage of the U.S. land does Texas occupy?,10
34799;,What percentage of the U.S. land does Texas occupy?,10
34806;,What percentage of the U.S. land does Texas occupy?,10
25636;,What percentage of the U.S. land does Texas occupy?,10
29942;,What percentage of the U.S. land does Texas occupy?,10
26503;Does it look like a tenth of the nation? no way ,What percentage of the U.S. land does Texas occupy?,10
29942;no 10 ,What percentage of the U.S. land does Texas occupy?,10
34797;kinda ,What percentage of the U.S. land does Texas occupy?,10
34785;..yes? ,What percentage of the U.S. land does Texas occupy?,10
32490;yeah ,What percentage of the U.S. land does Texas occupy?,10
31165;no not 10 ,What percentage of the U.S. land does Texas occupy?,10
25636;maps aren't truly drawn to scale ,What percentage of the U.S. land does Texas occupy?,10
26503;no no no,What percentage of the U.S. land does Texas occupy?,10
34797;,What percentage of the U.S. land does Texas occupy?,10
29942;,What percentage of the U.S. land does Texas occupy?,10
25636;,What percentage of the U.S. land does Texas occupy?,10
32864;10 seems high ,What percentage of the U.S. land does Texas occupy?,10
34797;7? ,What percentage of the U.S. land does Texas occupy?,10
31165;that's like dividing the us into 10 parts ,What percentage of the U.S. land does Texas occupy?,10
34797;i know it is pretty small ,What percentage of the people in the U.S. is Catholic?,14
26503;i have no idea ,What percentage of the people in the U.S. is Catholic?,14
32864;it's by far the most common religious affiliation ,What percentage of the people in the U.S. is Catholic?,14
31165;definitely not as high as 20 ,What percentage of the people in the U.S. is Catholic?,14
34806;yeah it is ,What percentage of the people in the U.S. is Catholic?,14
34797;lol greece has 98% orthodox. much easier question ,What percentage of the people in the U.S. is Catholic?,14
29942;right ,What percentage of the people in the U.S. is Catholic?,14
26503;is ten too high? ,What percentage of the people in the U.S. is Catholic?,14
32490;idk ,What percentage of the people in the U.S. is Catholic?,14
32864;10 seems too low ,What percentage of the people in the U.S. is Catholic?,14
34806;agreed ,What percentage of the people in the U.S. is Catholic?,14
26503;I could see 10 ,What percentage of the people in the U.S. is Catholic?,14
34799;yeah 10 is too low. i think 11 ,What percentage of the people in the U.S. is Catholic?,14
29942;non religous... ,What percentage of the people in the U.S. is Catholic?,14
31165;how many are christians? ,What percentage of the people in the U.S. is Catholic?,14
34806;15? ,What percentage of the people in the U.S. is Catholic?,14
34797;coming from the south...i think 10 is about right ,What percentage of the people in the U.S. is Catholic?,14
26503;maybe 15 ,What percentage of the people in the U.S. is Catholic?,14
29942;,What percentage of the people in the U.S. is Catholic?,14
34799;,What percentage of the people in the U.S. is Catholic?,14
25636;,What percentage of the people in the U.S. is Catholic?,14
34806;,What percentage of the people in the U.S. is Catholic?,14
26503;t,What percentage of the people in the U.S. is Catholic?,14
25636;im going with 12 ,What percentage of the people in the U.S. is Catholic?,14
34785;hispanic immigrants though ,What percentage of the people in the U.S. is Catholic?,14
29942;15 seems safe ,What percentage of the people in the U.S. is Catholic?,14
34797;ah yeah ,What percentage of the people in the U.S. is Catholic?,14
"32490;yeah but they say that a catholic could never get elected president, (i think?).. ",What percentage of the people in the U.S. is Catholic?,14
34797;immigrants ,What percentage of the people in the U.S. is Catholic?,14
34806;and italians ,What percentage of the people in the U.S. is Catholic?,14
32490;oh immigrants.. ,What percentage of the people in the U.S. is Catholic?,14
32864;at least 15 ,What percentage of the people in the U.S. is Catholic?,14
"26503;no one in the south, right? ",What percentage of the people in the U.S. is Catholic?,14
29942;Boston ,What percentage of the people in the U.S. is Catholic?,14
34797;right but many different prot ,What percentage of the people in the U.S. is Catholic?,14
"34797;lol yeah, not in sout",What percentage of the people in the U.S. is Catholic?,14
34806;and all of boston ,What percentage of the people in the U.S. is Catholic?,14
34799;,What percentage of the people in the U.S. is Catholic?,14
29942;,What percentage of the people in the U.S. is Catholic?,14
34806;,What percentage of the people in the U.S. is Catholic?,14
26503;,What percentage of the people in the U.S. is Catholic?,14
34785;10! ,What percentage of the people in the U.S. is Catholic?,14
25636;,What percentage of the people in the U.S. is Catholic?,14
25636;i think its around 40 million americans ,What percentage of Americans was not medically insured in 2010?,9
"34797;my god, why don't i listen to the news lol ",What percentage of Americans was not medically insured in 2010?,9
34806;its definitely a fairly high  number ,What percentage of Americans was not medically insured in 2010?,9
32490;i thought i remembered hearing obama talk about half? ,What percentage of Americans was not medically insured in 2010?,9
26503;its been in th news lately ,What percentage of Americans was not medically insured in 2010?,9
34799;yeah 40 million sounds good ,What percentage of Americans was not medically insured in 2010?,9
25636;no way its half of america ,What percentage of Americans was not medically insured in 2010?,9
34797;40% ,What percentage of Americans was not medically insured in 2010?,9
34797;? ,What percentage of Americans was not medically insured in 2010?,9
34806;i say 40 ,What percentage of Americans was not medically insured in 2010?,9
29942;really? ,What percentage of Americans was not medically insured in 2010?,9
34797;33? ,What percentage of Americans was not medically insured in 2010?,9
26503;I think it is around 40 ,What percentage of Americans was not medically insured in 2010?,9
32490;40 sounds good maybe ,What percentage of Americans was not medically insured in 2010?,9
34785;% or million? ,What percentage of Americans was not medically insured in 2010?,9
34806;if not 40 then maybe 35 ,What percentage of Americans was not medically insured in 2010?,9
34806;but its A LOT ,What percentage of Americans was not medically insured in 2010?,9
31165;does medicare count? ,What percentage of Americans was not medically insured in 2010?,9
29942;ok ,What percentage of Americans was not medically insured in 2010?,9
25636;i think its 45 million people ,What percentage of Americans was not medically insured in 2010?,9
25636;so out of ,What percentage of Americans was not medically insured in 2010?,9
29942;,What percentage of Americans was not medically insured in 2010?,9
34806;,What percentage of Americans was not medically insured in 2010?,9
32490;im trying to think in obama's voice ,What percentage of Americans was not medically insured in 2010?,9
34799;,What percentage of Americans was not medically insured in 2010?,9
26503;that's an insane number buti think it is 40 ,What percentage of Americans was not medically insured in 2010?,9
29942;how many total/ ,What percentage of Americans was not medically insured in 2010?,9
34785;so that's like 15% ,What percentage of Americans was not medically insured in 2010?,9
34799;i'm going with 15 ,What percentage of Americans was not medically insured in 2010?,9
25636;yeah ,What percentage of Americans was not medically insured in 2010?,9
32490;i think its more ,What percentage of Americans was not medically insured in 2010?,9
25636;i think go with a bit over that ,What percentage of Americans was not medically insured in 2010?,9
32864;20 ,What percentage of Americans was not medically insured in 2010?,9
25636;so im going with  ,What percentage of Americans was not medically insured in 2010?,9
34785;i think 20% ,What percentage of Americans was not medically insured in 2010?,9
34806;,What percentage of Americans was not medically insured in 2010?,9
26503;15%? 4get t,What percentage of Americans was not medically insured in 2010?,9
25636;20,What percentage of Americans was not medically insured in 2010?,9
34799;,What percentage of Americans was not medically insured in 2010?,9
25636;no idea ,What was the population of London in July 2010?,4
34797;5million? ,What was the population of London in July 2010?,4
32864;no idea either ,What was the population of London in July 2010?,4
26503;yeah that's good ,What was the population of London in July 2010?,4
34797;i guess 5mil ,What was the population of London in July 2010?,4
"34797;5million, 3 ",What was the population of London in July 2010?,4
"32864;5, 5 ",What was the population of London in July 2010?,4
34785;nah it's almost as big as nyc right? ,What was the population of London in July 2010?,4
34860;5mil sounds good ,What was the population of London in July 2010?,4
"25636;5 million, 4 ",What was the population of London in July 2010?,4
34785;higher! ,What was the population of London in July 2010?,4
"29942;5 mil, 2 ",What was the population of London in July 2010?,4
25636;,What was the population of London in July 2010?,4
29942;,What was the population of London in July 2010?,4
"34799;7 million, ",What was the population of London in July 2010?,4
"32490;no idea, 5 million sounds good to me ",What was the population of London in July 2010?,4
34860;what how many people live in nyc? ,What was the population of London in July 2010?,4
31165;First estimate: 5 million? ,What was the population of London in July 2010?,4
25636;7 million  ,What was the population of London in July 2010?,4
"34799;7 million, 4 ",What was the population of London in July 2010?,4
25636;right? ,What was the population of London in July 2010?,4
34785;9mil ish right? ,What was the population of London in July 2010?,4
34797;i am not getting any responses anymore ,What was the population of London in July 2010?,4
26503;london equal to ny? ,What was the population of London in July 2010?,4
32490;8 mill? ,What was the population of London in July 2010?,4
34785;yes ,What was the population of London in July 2010?,4
34860;i would assume so ,What was the population of London in July 2010?,4
31165;second estimate: 6 million ,What was the population of London in July 2010?,4
25636;lond,What was the population of London in July 2010?,4
34799;,What was the population of London in July 2010?,4
26503;please,What was the population of London in July 2010?,4
29942;,What was the population of London in July 2010?,4
34860;,What was the population of London in July 2010?,4
"29942;30 min, 3 ",What's the length of the world's longest music video in minutes by 2010?,2
34797;was 2010 kanye's long video? ,What's the length of the world's longest music video in minutes by 2010?,2
"32864;10 min, 5 ",What's the length of the world's longest music video in minutes by 2010?,2
34860;20 minutes ,What's the length of the world's longest music video in minutes by 2010?,2
34785;thriller is 15 ,What's the length of the world's longest music video in minutes by 2010?,2
"25636;15, 4 ",What's the length of the world's longest music video in minutes by 2010?,2
32490;1st est: 2 hours ,What's the length of the world's longest music video in minutes by 2010?,2
"34785;20,2 ",What's the length of the world's longest music video in minutes by 2010?,2
26503;100 ,What's the length of the world's longest music video in minutes by 2010?,2
34860;i thought it was thriller or smooth criminal  a,What's the length of the world's longest music video in minutes by 2010?,2
"34797;30, 3 ",What's the length of the world's longest music video in minutes by 2010?,2
"32490;oops i mean 2 hours, confidence 3 ",What's the length of the world's longest music video in minutes by 2010?,2
29942;when was Kanyes ,What's the length of the world's longest music video in minutes by 2010?,2
"34797;kanye has the longest now, right? ",What's the length of the world's longest music video in minutes by 2010?,2
34860;actually diddy had a very long video post mj ,What's the length of the world's longest music video in minutes by 2010?,2
32490;what about trapped in the closet ,What's the length of the world's longest music video in minutes by 2010?,2
32490;,What's the length of the world's longest music video in minutes by 2010?,2
25636;i think its kan,What's the length of the world's longest music video in minutes by 2010?,2
29942;,What's the length of the world's longest music video in minutes by 2010?,2
26503;there are videos longe,What's the length of the world's longest music video in minutes by 2010?,2
25636;kanyes ,What's the length of the world's longest music video in minutes by 2010?,2
25636;n e one see it ,What's the length of the world's longest music video in minutes by 2010?,2
32490;does that count as 1 video? it has installation ,What's the length of the world's longest music video in minutes by 2010?,2
32490;s ,What's the length of the world's longest music video in minutes by 2010?,2
34797;yes lol ,What's the length of the world's longest music video in minutes by 2010?,2
29942;half hour ,What's the length of the world's longest music video in minutes by 2010?,2
25636;wasn't it like 30 minute sor something? ,What's the length of the world's longest music video in minutes by 2010?,2
34797;but it might be 2011 ,What's the length of the world's longest music video in minutes by 2010?,2
34860;1st response: 30 minutes ,What's the length of the world's longest music video in minutes by 2010?,2
26503;.thriller is a half hour ,What's the length of the world's longest music video in minutes by 2010?,2
29942;30 min is safe ,What's the length of the world's longest music video in minutes by 2010?,2
"34797;yeah, 35 min i think ",What's the length of the world's longest music video in minutes by 2010?,2
32490;trapped in the closet is like ofver an hour ,What's the length of the world's longest music video in minutes by 2010?,2
32490;,What's the length of the world's longest music video in minutes by 2010?,2
26503;,What's the length of the world's longest music video in minutes by 2010?,2
29942;,What's the length of the world's longest music video in minutes by 2010?,2
25636;,What's the length of the world's longest music video in minutes by 2010?,2
25636;no idea ,What was the inflation rate in the U.S. in March 2012?,11
32490;i dont know what that even means ,What was the inflation rate in the U.S. in March 2012?,11
34860;lol ,What was the inflation rate in the U.S. in March 2012?,11
25636;is it asking for a percent/ ,What was the inflation rate in the U.S. in March 2012?,11
25636;? ,What was the inflation rate in the U.S. in March 2012?,11
25636;n e one here know? ,What was the inflation rate in the U.S. in March 2012?,11
"34797;yes, percent ",What was the inflation rate in the U.S. in March 2012?,11
32864;it doesn't say % ,What was the inflation rate in the U.S. in March 2012?,11
26503;it was 3. 32%,What was the inflation rate in the U.S. in March 2012?,11
34797;don't know ,What was the inflation rate in the U.S. in March 2012?,11
31165;i guess ,What was the inflation rate in the U.S. in March 2012?,11
29942;seriously? ,What was the inflation rate in the U.S. in March 2012?,11
34860;no its not asking for a % ,What was the inflation rate in the U.S. in March 2012?,11
26503;yup ,What was the inflation rate in the U.S. in March 2012?,11
"32864;if we want 3%, do we have to write 0.03? ",What was the inflation rate in the U.S. in March 2012?,11
31165;okay so .05 ,What was the inflation rate in the U.S. in March 2012?,11
32490;hm ,What was the inflation rate in the U.S. in March 2012?,11
34860;,What was the inflation rate in the U.S. in March 2012?,11
25636;,What was the inflation rate in the U.S. in March 2012?,11
29942;probably,What was the inflation rate in the U.S. in March 2012?,11
34797;eek ,What was the inflation rate in the U.S. in March 2012?,11
32490;so .032? ,What was the inflation rate in the U.S. in March 2012?,11
34797;so .003? ,What was the inflation rate in the U.S. in March 2012?,11
34797;lol ,What was the inflation rate in the U.S. in March 2012?,11
25636;no ,What was the inflation rate in the U.S. in March 2012?,11
31165;good catch everyone ,What was the inflation rate in the U.S. in March 2012?,11
25636;.03 ,What was the inflation rate in the U.S. in March 2012?,11
29942;if we all do it.. ,What was the inflation rate in the U.S. in March 2012?,11
26503;.03 is wrong ,What was the inflation rate in the U.S. in March 2012?,11
25636;,What was the inflation rate in the U.S. in March 2012?,11
26503;,What was the inflation rate in the U.S. in March 2012?,11
31165;why? ,What was the inflation rate in the U.S. in March 2012?,11
29942;50 seems harsh ,What is the divorce rate in America for first marriages?,15
32490;i think it does mean percent ,What is the divorce rate in America for first marriages?,15
34860;the divorce rate is 50% overall correct? ,What is the divorce rate in America for first marriages?,15
26503;its half ,What is the divorce rate in America for first marriages?,15
32490;i think ,What is the divorce rate in America for first marriages?,15
"32864;again, it doesn't say % ",What is the divorce rate in America for first marriages?,15
32490;yeah i guess ,What is the divorce rate in America for first marriages?,15
31165;again i it's probably using decimals ,What is the divorce rate in America for first marriages?,15
26503;50 is true ,What is the divorce rate in America for first marriages?,15
32864;i think it's close to half ,What is the divorce rate in America for first marriages?,15
29942;decimals ,What is the divorce rate in America for first marriages?,15
29942;use them ,What is the divorce rate in America for first marriages?,15
31165;that's so high! ,What is the divorce rate in America for first marriages?,15
32490;so .5 ,What is the divorce rate in America for first marriages?,15
32864;0.5 ,What is the divorce rate in America for first marriages?,15
26503;it si ,What is the divorce rate in America for first marriages?,15
31165;.3? ,What is the divorce rate in America for first marriages?,15
32490;yeah life is harsh tho ,What is the divorce rate in America for first marriages?,15
29942;you'll be safe with .5 ,What is the divorce rate in America for first marriages?,15
25636;lol ,What is the divorce rate in America for first marriages?,15
26503;.3 no? ,What is the divorce rate in America for first marriages?,15
34860;lol ,What is the divorce rate in America for first marriages?,15
34797;higher estimates are better ,What is the divorce rate in America for first marriages?,15
29942;yea ,What is the divorce rate in America for first marriages?,15
31165;maybe for celebrities... ,What is the divorce rate in America for first marriages?,15
32490;i guess i know a lot of people who arent divorced ,What is the divorce rate in America for first marriages?,15
34797;% wise. ,What is the divorce rate in America for first marriages?,15
26503;lol is rite ,What is the divorce rate in America for first marriages?,15
25636;we are all going to be way off,What is the divorce rate in America for first marriages?,15
34860;,What is the divorce rate in America for first marriages?,15
26503;,What is the divorce rate in America for first marriages?,15
29942;.55 safe! ,What is the divorce rate in America for first marriages?,15
25636;if its in percents ,What is the divorce rate in America for first marriages?,15
25636;and we say ,What is the divorce rate in America for first marriages?,15
25636;.5 ,What is the divorce rate in America for first marriages?,15
32490;.4? ,What is the divorce rate in America for first marriages?,15
29942;,What is the divorce rate in America for first marriages?,15
34797;lol so .55? ,What is the divorce rate in America for first marriages?,15
25636;but lets go with it ,What is the divorce rate in America for first marriages?,15
26503;yup ,What is the divorce rate in America for first marriages?,15
34797;eeek ,What is the divorce rate in America for first marriages?,15
31165;omg this is sad ,What is the divorce rate in America for first marriages?,15
34860;with .5? ,What is the divorce rate in America for first marriages?,15
26503;my ,What is the divorce rate in America for first marriages?,15
25636;.5  ,What is the divorce rate in America for first marriages?,15
34860;this is ridiculous ,What is the divorce rate in America for first marriages?,15
34797;yeah ,What is the divorce rate in America for first marriages?,15
34860;they shouldve just asked for %s,What is the divorce rate in America for first marriages?,15
34799;i think d,What is the divorce rate in America for first marriages?,15
26503;,What is the divorce rate in America for first marriages?,15
25636;,What is the divorce rate in America for first marriages?,15
29942;,What is the divorce rate in America for first marriages?,15
711125;What does everyone think? ,What percentage of the U.S. land does Texas occupy?,10
711124;It's definitely greater than 10 ,What percentage of the U.S. land does Texas occupy?,10
32276;what do you guys think? 20 ,What percentage of the U.S. land does Texas occupy?,10
711125;You think? ,What percentage of the U.S. land does Texas occupy?,10
30095;how many people included alaska? ,What percentage of the U.S. land does Texas occupy?,10
25492;20 is too big ,What percentage of the U.S. land does Texas occupy?,10
711126;I meant to write 10  but I wrote .1 ,What percentage of the U.S. land does Texas occupy?,10
32276;lol ,What percentage of the U.S. land does Texas occupy?,10
32284;It looks like maybe we should use about 12-15. That's what a lot of us put in ,What percentage of the U.S. land does Texas occupy?,10
711125;Why would you think 10% ,What percentage of the U.S. land does Texas occupy?,10
34490;12? ,What percentage of the U.S. land does Texas occupy?,10
32276;im going with 12 ,What percentage of the U.S. land does Texas occupy?,10
711126;alaska is huge ,What percentage of the U.S. land does Texas occupy?,10
711126;texas is pretty big ,What percentage of the U.S. land does Texas occupy?,10
30095;well alaska is nearly half the size of the rest of the country ,What percentage of the U.S. land does Texas occupy?,10
711126;i like 11.4321 ,What percentage of the U.S. land does Texas occupy?,10
34490;,What percentage of the U.S. land does Texas occupy?,10
32284;Texas is the second-biggest state ,What percentage of the U.S. land does Texas occupy?,10
711126;isnt california? ,What percentage of the U.S. land does Texas occupy?,10
30095;it's close ,What percentage of the U.S. land does Texas occupy?,10
711124;Cali was the largest state ,What percentage of the U.S. land does Texas occupy?,10
711124;I thought ,What percentage of the U.S. land does Texas occupy?,10
32284;oh... maybe third then. they're all huge ,What percentage of the U.S. land does Texas occupy?,10
"711126;still america is huge, greatest country on earth ",What percentage of the U.S. land does Texas occupy?,10
34490;,What percentage of the U.S. land does Texas occupy?,10
711124;,What percentage of the U.S. land does Texas occupy?,10
711124;I put the 3 mil ,What was the population of London in July 2010?,4
711124;I have no idea ,What was the population of London in July 2010?,4
711126;3 mil is cool ,What was the population of London in July 2010?,4
32284;I honestly have no idea so I just put 1.5 mil ,What was the population of London in July 2010?,4
711126;but what about 2 billion? ,What was the population of London in July 2010?,4
711125;Above or below 3 million guys? ,What was the population of London in July 2010?,4
34490;no clue ,What was the population of London in July 2010?,4
25492;that seems low 3 mil ,What was the population of London in July 2010?,4
30095;this is a completely different question if it's the strict city limits or the london urban area ,What was the population of London in July 2010?,4
34490;i did 2 billion ,What was the population of London in July 2010?,4
711126;i think above ,What was the population of London in July 2010?,4
32276;def not 2 billion ,What was the population of London in July 2010?,4
32284;how many people live in nyc? ,What was the population of London in July 2010?,4
34490;whoops ,What was the population of London in July 2010?,4
711126;USA! ,What was the population of London in July 2010?,4
30095;9 mil in nyc ,What was the population of London in July 2010?,4
25492;10 mil in nyc i think ,What was the population of London in July 2010?,4
711125;Im comparing it to NJ ,What was the population of London in July 2010?,4
711126;9 mil in nyc ,What was the population of London in July 2010?,4
32276;lol nj ,What was the population of London in July 2010?,4
711126;london is probably 6 ,What was the population of London in July 2010?,4
711124;I like 6 ,What was the population of London in July 2010?,4
34490;,What was the population of London in July 2010?,4
711124;6 sounds g,What was the population of London in July 2010?,4
711126;711125 - nj ,What was the population of London in July 2010?,4
"32284;yeah, I say let's do about... 5 mil? ",What was the population of London in July 2010?,4
711124;ood ,What was the population of London in July 2010?,4
30095;6 was my initial guess ,What was the population of London in July 2010?,4
32284;5.5 ,What was the population of London in July 2010?,4
32284;no clue ,What was the population of London in July 2010?,4
30095;but it's a lot more if they include the urban area ,What was the population of London in July 2010?,4
711126;the average of our answers was 6.232111 ,What was the population of London in July 2010?,4
30095;the entire area i mean ,What was the population of London in July 2010?,4
25492;Fish and Chips! ,What was the population of London in July 2010?,4
711124;in,What was the population of London in July 2010?,4
32276;do pe,What was the population of London in July 2010?,4
711124;LOL ,What was the population of London in July 2010?,4
711125;,What was the population of London in July 2010?,4
711126;I read it on a snapple cap ,What percentage of Americans has a pet?,16
711124;it's totally less than 50 ,What percentage of Americans has a pet?,16
32276;lets take a sample size how many have pets? ,What percentage of Americans has a pet?,16
32284;I do ,What percentage of Americans has a pet?,16
25492;i want a dog ,What percentage of Americans has a pet?,16
711124;I don't have one ,What percentage of Americans has a pet?,16
711126;i dont ,What percentage of Americans has a pet?,16
711125;Dogs are prob ably 10 - 15 percent ,What percentage of Americans has a pet?,16
30095;here with us or our families? ,What percentage of Americans has a pet?,16
34490;i have one ,What percentage of Americans has a pet?,16
30095;that makes a big difference ,What percentage of Americans has a pet?,16
711125;Above or below 40? ,What percentage of Americans has a pet?,16
711126;remember its americans not families ,What percentage of Americans has a pet?,16
32276;2/8 so far ,What percentage of Americans has a pet?,16
30095;what counts as having one? ,What percentage of Americans has a pet?,16
34490;what was the snapple fact ,What percentage of Americans has a pet?,16
"32284;I thought it would be way higher, but if it looks like a lot of people say lower then let's go for i",What percentage of Americans has a pet?,16
32284;it ,What percentage of Americans has a pet?,16
711125;go for what ,What percentage of Americans has a pet?,16
32284;a smaller number ,What percentage of Americans has a pet?,16
34490;28%? ,What percentage of Americans has a pet?,16
711124;I'm com fortable with 40,What percentage of Americans has a pet?,16
711124;,What percentage of Americans has a pet?,16
34490;or like 3,What percentage of Americans has a pet?,16
711126;sounds ch,What percentage of Americans has a pet?,16
34490;38 ,What percentage of Americans has a pet?,16
711126;chill ,What percentage of Americans has a pet?,16
711124;33.3333333 ,What percentage of Americans has a pet?,16
711125;,What percentage of Americans has a pet?,16
30095;do i have a pet if my parents do? ,What percentage of Americans has a pet?,16
34490;ys ,What percentage of Americans has a pet?,16
711124;Yes ,What percentage of Americans has a pet?,16
711126;probably ,What percentage of Americans has a pet?,16
"32284;yeah, I would think so ",What percentage of Americans has a pet?,16
711126;do you? ,What percentage of Americans has a pet?,16
711126;ask yourself ,What percentage of Americans has a pet?,16
30095;haha ,What percentage of Americans has a pet?,16
711124;LOL ,What percentage of Americans has a pet?,16
711124;omg ,What percentage of Americans has a pet?,16
34490;,What percentage of Americans has a pet?,16
711126;,What percentage of Americans has a pet?,16
711125;,What percentage of Americans has a pet?,16
711125;-___- ,What percentage of Americans has a pet?,16
30095;i think it's like 30 or 40 thousand ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
25492;33000? ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"711126;6000000, confidence 3 ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"32284;160,000ish ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
30095;70% confident ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"32284;I think I read somewhere that the circumference is 282,000 km, but I may be wrong ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711125;30000,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"711124;100,000 confidence ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711126;,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
32276;,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711124;4 ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
34490;,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"32276;300,000 ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
34490;300000 km ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
32276;9 ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
34490;,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711125;,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"711124;100,000 miles ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711126;dont' listen to my answer it sucks ,What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
"32284;I think it's pretty close to 160,000 though...  ",What's the equatorial circumference of the Earth in miles? (1 km ~ 0.621 miles),5
711124;60 !!! ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
30095;i'm pretty sure nobody has measured every dog &quot;ever&quot; ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;It's somewhere from 40-60 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34490;60 inches?? 1 ft? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
32276;ok ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
"711126;i think i heard of this dog, has anyone ever heard the name amy ketcham? ",How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;60 inches is 5 feet ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
30095;i have now ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;... ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
"711126;dogs arent that tall, 60 is taller than some people ",How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;Ive seen some pretty big dogs ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;guiness book ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711126;you are a dog ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
25492;ever see a great dane? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
32276;im going with 30 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
25492;its like a mini horse ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711126;is it 5 feet tall? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34490;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
30095;and you have to think there have been a few crazy abberations ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711126;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
32276;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;Im sticking to my guns on this one ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34490;72 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711126;which is? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;yes ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
30095;i lost my guns ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
"32284;yeah, I'm gonna stick with 60  ",How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
